Reporter,Partner,Product categories,Indicator Type,Indicator,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Solomon Islands,World,Food Products,Export,Export(US$ Mil),             52.70,             12.21,             17.27,             13.70,             19.83,             14.26,             18.26,             19.45,             15.51,             17.35,             13.98,              7.87,              4.96,              5.60,              4.91,              6.19,              3.39,,,,,,,,,,,,,,
Solomon Islands,World,Footwear,Export,Export(US$ Mil),,              0.00,              0.00,              0.00,              0.00,              0.00,              0.01,              0.00,              0.00,              0.00,,,              0.00,,              0.00,,,,,,,,,,,,,,,,
Solomon Islands,World,Fuels,Export,Export(US$ Mil),,              0.00,              0.05,              0.01,              0.00,              0.04,              0.01,              0.02,              0.00,              0.00,,,              0.01,              0.01,              0.03,              0.00,,,,,,,,,,,,,,,
Solomon Islands,World,Hides and Skins,Export,Export(US$ Mil),              0.00,,,,              1.24,              0.00,              0.03,              0.00,              0.00,,,              0.00,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Intermediate goods,Export,Export(US$ Mil),             55.32,             74.37,             94.21,             43.00,             32.81,             34.52,             42.97,             43.31,,             24.37,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Mach and Elec,Export,Export(US$ Mil),              1.19,              2.50,              4.23,              4.69,              8.45,              2.37,              3.87,              1.84,              4.58,              0.63,              0.37,              0.18,              1.58,              0.16,              0.05,              0.51,              0.14,,,,,,,,,,,,,,
Solomon Islands,World,Metals,Export,Export(US$ Mil),              0.51,              0.46,              0.47,              0.20,              0.84,              1.08,              1.91,              1.04,              0.35,              0.16,              0.42,              0.22,              0.04,              0.05,              0.03,              0.06,              0.02,,,,,,,,,,,,,,
Solomon Islands,World,Minerals,Export,Export(US$ Mil),             21.29,             20.98,              0.62,              2.70,              0.87,              0.53,              0.89,              0.54,              0.23,              0.00,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Miscellaneous,Export,Export(US$ Mil),              0.49,              0.37,              2.35,            174.34,              0.32,              2.19,              0.43,              0.33,              0.55,              0.39,,              0.06,             13.37,              0.01,             23.79,             22.16,             17.33,,,,,,,,,,,,,,
Solomon Islands,World,Plastic or Rubber,Export,Export(US$ Mil),              0.05,              0.03,              0.02,              0.01,              0.40,              0.02,              0.01,              0.10,              0.01,              0.03,,,              0.00,              0.00,              0.00,              0.01,              0.01,,,,,,,,,,,,,,
Solomon Islands,World,Raw materials,Export,Export(US$ Mil),            448.57,            367.71,            325.75,            174.41,             26.69,            253.17,             73.91,            134.16,,             37.67,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Stone and Glass,Export,Export(US$ Mil),              3.20,              3.27,              2.27,              1.19,             42.35,            107.05,            113.27,             68.11,              3.28,              4.32,              2.65,              1.46,              0.67,              0.85,              0.81,              0.56,              0.09,,,,,,,,,,,,,,
Solomon Islands,World,Textiles and Clothing,Export,Export(US$ Mil),              0.01,              0.02,              0.03,              0.00,              0.01,              0.02,              0.01,              0.02,              0.02,              0.00,,,              0.01,              0.01,              0.01,              0.01,              0.00,,,,,,,,,,,,,,
Solomon Islands,World,Transportation,Export,Export(US$ Mil),              0.22,              0.51,              1.38,              1.11,              3.15,              1.71,              0.01,              0.27,              2.30,              0.58,,              0.06,              0.00,              0.08,              0.03,              0.06,              0.06,,,,,,,,,,,,,,
Solomon Islands,World,Vegetable,Export,Export(US$ Mil),             39.68,             54.70,             49.64,             43.63,             48.57,             41.34,             71.18,             71.37,             43.82,             35.97,             41.48,             21.11,              5.12,              3.79,              3.61,              1.47,              0.15,,,,,,,,,,,,,,
Solomon Islands,World,Wood,Export,Export(US$ Mil),            426.70,            353.33,            321.75,            157.55,            273.61,            254.12,            206.03,            204.95,            123.88,            129.26,            116.92,            105.64,             82.15,             57.42,             50.14,             33.67,             18.94,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Export,Exports (in US$ Mil),            569.11,            499.71,            437.30,            400.40,            458.11,            489.15,            466.33,            411.54,            215.43,            214.59,            214.24,            158.47,            121.62,             70.44,             85.65,             66.63,             41.72,,,,,,,,,,,,,,
Solomon Islands,World,Capital goods,Import,Import(US$ Mil),            189.06,            188.04,            110.74,             82.03,             40.26,             53.74,             45.12,             47.67,,             21.39,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Consumer goods,Import,Import(US$ Mil),            317.14,            300.41,            266.25,            237.73,            235.94,            297.36,            243.51,            182.39,,            111.82,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Intermediate goods,Import,Import(US$ Mil),             55.65,             56.85,             55.04,             32.96,             12.60,             15.29,             14.38,             15.59,,              4.30,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Raw materials,Import,Import(US$ Mil),             32.17,             26.02,             21.55,             12.17,             21.36,             19.93,             15.15,             19.36,,              6.82,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Import,Imports (in US$ Mil),            601.39,            571.77,            453.85,            465.83,            499.27,            580.07,            493.40,            446.45,            327.88,            213.48,            306.61,            284.99,            232.26,            138.84,            121.42,             93.82,             57.85,,,,,,            162.92,,,,,,,,
Solomon Islands,...,...,Development,"GNI per capita, Atlas method (current US$)",           2020.00,           1870.00,           1830.00,   1870.00,   1840.00,   1770.00,   1490.00,   1080.00,    900.00,    820.00,    980.00,    960.00,    970.00,    890.00,    860.00,    830.00,    840.00,    930.00,   1010.00,   1220.00,   1320.00,   1440.00,    890.00,    900.00,    830.00,    750.00,    800.00,,,,
Solomon Islands,...,...,Trade Indicator,HH Market concentration index,              0.46,              0.43,              0.38,      0.42,      0.48,      0.39,      0.33,      0.33,      0.48,      0.39,      0.32,      0.31,      0.28,      0.23,      0.14,      0.12,      0.12,,,,,,      0.29,,,,,,,,
Solomon Islands,...,...,Trade Indicator,Index of export market penetration,              1.30,              1.28,              1.29,      1.34,      1.33,      1.31,      1.23,      1.24,      1.25,      1.37,      1.40,      1.36,      1.33,      1.25,      1.37,      1.37,      1.31,,,,,,      1.96,,,,,,,,
Solomon Islands,...,...,Development,Trade (% of GDP),,,,     98.39,    111.97,    115.61,    120.88,    127.76,    130.49,     96.90,    111.51,    105.67,     93.37,     88.68,     73.30,     58.08,     50.55,     52.40,     62.72,     77.79,     88.86,    104.25,     90.23,     94.75,    105.52,    107.47,     96.17,    109.95,     94.75,     96.23,     91.50
Solomon Islands,...,...,Development,Trade Balance (% of GDP),,,,     -8.24,    -10.45,     -9.75,     -1.47,    -11.55,    -31.82,    -18.30,    -22.90,    -22.37,    -21.10,    -20.53,    -11.44,     -5.27,    -10.41,    -19.38,    -14.54,     -6.42,    -16.48,    -26.92,    -21.39,    -22.31,    -32.02,    -30.19,    -28.37,    -42.87,    -34.64,    -38.28,    -27.48
Solomon Islands,...,...,Development,Trade in services (% of GDP),             25.72,             27.17,             26.82,     24.95,     28.68,     33.07,     30.31,     32.65,     41.00,     27.47,     26.92,     29.23,     25.52,     24.02,     19.22,     26.23,     18.90,     33.16,     28.69,     29.82,     23.26,     31.26,     24.52,     22.86,     33.54,     29.96,     30.11,     37.42,     34.39,     30.63,     28.39
Solomon Islands,Australia,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,     10.59,     22.64,     25.23,     17.69,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Australia,All Products,Import,Partner share(%)-Top 5 Import Partner,             18.22,             19.92,             20.38,     28.87,     27.58,     27.41,     31.77,     31.21,     32.35,     18.14,     20.23,     31.18,     37.34,     42.00,     34.71,     34.38,     46.97,,,,,,     51.75,,,,,,,,
Solomon Islands,China,All Products,Export,Partner share(%)-Top 5 Export Partner,             66.83,             65.20,             62.50,     57.99,     57.54,     44.80,     38.64,     44.01,     49.05,     45.00,     40.85,     46.54,     42.48,     45.76,     26.10,     25.14,     14.80,,,,,,,,,,,,,,
Solomon Islands,China,All Products,Import,Partner share(%)-Top 5 Import Partner,             14.87,             12.57,             14.85,     10.55,     11.98,      8.31,      8.49,     10.99,     12.90,     11.08,      5.74,,,,,,,,,,,,      2.82,,,,,,,,
Solomon Islands,"Hong Kong, China",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,      6.76,,,,,,,,,,,,,,
Solomon Islands,India,All Products,Export,Partner share(%)-Top 5 Export Partner,              5.08,              3.64,              3.94,      7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,              7.22,              7.74,              6.98,      6.90,      5.86,      6.29,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      4.79,      9.86,      6.79,,,,,,,,,,,,,,,,,
Solomon Islands,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,              6.69,      7.12,,      4.97,,,,,,      8.22,      7.45,,,,,,,,,,     10.04,,,,,,,,
Solomon Islands,"Korea, Dem. Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      6.08,,,     13.81,      8.67,,,,,,,,,,,,,,,
Solomon Islands,"Korea, Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,      7.25,     15.09,,,,,,,,,,,,,,,,,
Solomon Islands,Malaysia,All Products,Import,Partner share(%)-Top 5 Import Partner,             12.93,             12.73,             10.51,     10.71,      8.37,      7.57,      5.62,      6.60,      5.34,,,      5.82,      7.85,      8.51,,,,,,,,,,,,,,,,,
Solomon Islands,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,      5.03,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,New Zealand,All Products,Import,Partner share(%)-Top 5 Import Partner,,             13.17,,,      6.09,,      5.11,      6.02,      5.90,      6.40,,,      7.70,      6.48,      7.86,      6.89,      7.64,,,,,,     13.11,,,,,,,,
Solomon Islands,"Other Asia, nes",All Products,Import,Partner share(%)-Top 5 Import Partner,              7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Papua New Guinea,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,      5.77,      5.72,,      9.27,      7.21,      9.35,      8.38,,,,,,,,,,,,,,
Solomon Islands,Philippines,All Products,Export,Partner share(%)-Top 5 Export Partner,,              3.52,              3.71,      4.10,      2.84,,      6.27,      7.49,      8.16,      6.99,     12.00,      7.09,,      6.67,      7.74,      9.31,     11.75,,,,,,,,,,,,,,
Solomon Islands,Singapore,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,      5.16,,,,      5.32,      5.54,      4.06,,,,,,,,,,,,,,
Solomon Islands,Singapore,All Products,Import,Partner share(%)-Top 5 Import Partner,             16.27,             13.80,             15.53,     17.13,     24.23,     31.08,     28.19,     21.14,     24.06,     23.21,     28.33,     27.12,     10.70,      6.25,      4.84,     16.60,      9.78,,,,,,      6.02,,,,,,,,
Solomon Islands,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,      6.86,     10.97,      7.70,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,              2.44,              3.87,,,,,,,,      5.52,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Thailand,All Products,Export,Partner share(%)-Top 5 Export Partner,              2.10,,,,,      3.37,      5.36,      5.41,      5.95,      4.83,     12.88,      7.21,      6.30,      5.42,,,,,,,,,,,,,,,,,
Solomon Islands,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,,,              4.42,      7.36,      6.32,      6.10,      8.62,,      7.41,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,     14.58,     10.68,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Unspecified,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,     11.31,,     27.75,     33.20,     41.53,,,,,,,,,,,,,,
Solomon Islands,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,     22.45,     15.78,      6.44,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Trade Indicator,Country Growth (%),              5.05,             17.45,             -7.13,      2.01,      2.16,     -2.16,      5.64,     22.12,     20.33,    -14.18,      7.90,     16.38,      6.94,      4.91,     22.69,     16.25,      4.82,,,,,,      6.11,,,,,,,,
Solomon Islands,World,All Products,Tariff,Duty Free Tariff Lines Share (%),              8.51,              8.53,              8.45,      7.87,,,,,,,      1.68,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Animal,Export,Export Product share(%),              4.04,             10.26,              8.50,      0.31,     12.68,     13.15,     10.73,     10.51,      9.67,     12.02,     17.93,     13.79,     11.28,      3.49,      2.61,      2.90,      3.77,,,,,,,,,,,,,,
Solomon Islands,World,Capital goods,Export,Export Product share(%),              0.30,              0.66,              1.24,      1.51,      0.64,      0.21,      0.04,      0.17,,      0.40,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Chemicals,Export,Export Product share(%),              0.01,              0.01,              0.01,      0.01,      0.08,      0.02,      0.08,      0.06,      0.03,      0.05,,      0.01,      0.00,      0.01,      0.00,      0.00,      0.04,,,,,,,,,,,,,,
Solomon Islands,World,Consumer goods,Export,Export Product share(%),              7.90,              4.89,              2.34,      0.76,      1.60,      0.45,      1.19,      0.72,,      1.38,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Food Products,Export,Export Product share(%),              9.26,              2.44,              3.95,      3.42,      4.33,      2.92,      3.92,      4.73,      7.20,      8.09,      6.53,      4.96,      4.08,      7.95,      5.73,      9.29,      8.13,,,,,,,,,,,,,,
Solomon Islands,World,Footwear,Export,Export Product share(%),,              0.00,              0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,,,      0.00,,      0.00,,,,,,,,,,,,,,,,
Solomon Islands,World,Fuels,Export,Export Product share(%),,              0.00,              0.01,      0.00,      0.00,      0.01,      0.00,      0.00,      0.00,      0.00,,,      0.01,      0.02,      0.04,      0.00,,,,,,,,,,,,,,,
Solomon Islands,World,Hides and Skins,Export,Export Product share(%),              0.00,,,,      0.27,      0.00,      0.01,      0.00,      0.00,,,      0.00,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Intermediate goods,Export,Export Product share(%),              9.72,             14.88,             21.54,     10.74,      7.16,      7.06,      9.21,     10.52,,     11.36,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Mach and Elec,Export,Export Product share(%),              0.21,              0.50,              0.97,      1.17,      1.84,      0.48,      0.83,      0.45,      2.12,      0.29,      0.17,      0.11,      1.30,      0.23,      0.06,      0.76,      0.34,,,,,,,,,,,,,,
Solomon Islands,World,Metals,Export,Export Product share(%),              0.09,              0.09,              0.11,      0.05,      0.18,      0.22,      0.41,      0.25,      0.16,      0.08,      0.20,      0.14,      0.03,      0.07,      0.03,      0.09,      0.05,,,,,,,,,,,,,,
Solomon Islands,World,Minerals,Export,Export Product share(%),              3.74,              4.20,              0.14,      0.67,      0.19,      0.11,      0.19,      0.13,      0.11,      0.00,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Miscellaneous,Export,Export Product share(%),              0.09,              0.07,              0.54,     43.54,      0.07,      0.45,      0.09,      0.08,      0.25,      0.18,,      0.04,     10.99,      0.01,     27.78,     33.25,     41.53,,,,,,,,,,,,,,
Solomon Islands,World,Plastic or Rubber,Export,Export Product share(%),              0.01,              0.01,              0.00,      0.00,      0.09,      0.00,      0.00,      0.02,      0.00,      0.01,,,      0.00,      0.00,      0.00,      0.02,      0.03,,,,,,,,,,,,,,
Solomon Islands,World,Raw materials,Export,Export Product share(%),             78.82,             73.58,             74.49,     43.56,      5.83,     51.76,     15.85,     32.60,,     17.56,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Stone and Glass,Export,Export Product share(%),              0.56,              0.65,              0.52,      0.30,      9.24,     21.89,     24.29,     16.55,      1.52,      2.01,      1.24,      0.92,      0.55,      1.20,      0.95,      0.84,      0.21,,,,,,,,,,,,,,
Solomon Islands,World,Textiles and Clothing,Export,Export Product share(%),              0.00,              0.00,              0.01,      0.00,      0.00,      0.00,      0.00,      0.00,      0.01,      0.00,,,      0.01,      0.01,      0.01,      0.01,      0.00,,,,,,,,,,,,,,
Solomon Islands,World,Transportation,Export,Export Product share(%),              0.04,              0.10,              0.32,      0.28,      0.69,      0.35,      0.00,      0.07,      1.07,      0.27,,      0.04,      0.00,      0.11,      0.03,      0.09,      0.14,,,,,,,,,,,,,,
Solomon Islands,World,Vegetable,Export,Export Product share(%),              6.97,             10.95,             11.35,     10.90,     10.60,      8.45,     15.26,     17.34,     20.34,     16.76,     19.36,     13.32,      4.21,      5.38,      4.21,      2.21,      0.36,,,,,,,,,,,,,,
Solomon Islands,World,Wood,Export,Export Product share(%),             74.98,             70.71,             73.58,     39.35,     59.73,     51.95,     44.18,     49.80,     57.50,     60.24,     54.58,     66.67,     67.54,     81.53,     58.54,     50.53,     45.40,,,,,,,,,,,,,,
Solomon Islands,World,Capital goods,Import,Import Product share(%),             31.44,             32.89,             24.40,     17.61,      8.06,      9.26,      9.14,     10.68,,     10.02,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Consumer goods,Import,Import Product share(%),             52.73,             52.54,             58.66,     51.03,     47.26,     51.26,     49.35,     40.85,,     52.38,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Intermediate goods,Import,Import Product share(%),              9.25,              9.94,             12.13,      7.07,      2.52,      2.64,      2.92,      3.49,,      2.02,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Raw materials,Import,Import Product share(%),              5.35,              4.55,              4.75,      2.61,      4.28,      3.44,      3.07,      4.34,,      3.20,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Tariff,Maximum Rate (%),           3000.00,           2278.56,           1556.58,   1452.29,,,,,,,    436.16,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Tariff,Simple Average (%),             12.24,             10.09,             10.78,     10.72,,,,,,,     10.80,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,All Products,Tariff,Weighted Average (%),             30.28,             18.49,             14.08,     35.65,,,,,,,     14.60,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Capital goods,Tariff,Weighted Average (%),              9.18,              9.18,              8.67,      8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Consumer goods,Tariff,Weighted Average (%),             59.16,             29.86,             20.28,     61.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Intermediate goods,Tariff,Weighted Average (%),             10.54,              8.27,              8.49,      7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,World,Raw materials,Tariff,Weighted Average (%),              9.69,              9.69,              9.10,      8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
