Reporter,Partner,Product categories,Indicator Type,Indicator,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,              3.24,              3.71,              3.61,      3.41,,,      3.13,      3.23,      4.04,      4.80,      4.82,      6.01,      5.58,      5.82,      5.91,      6.06,      6.29,      6.74,      7.01,     13.83,     10.25,     13.08,     16.62,     16.33,     13.21,     14.24,     17.35,     20.29,,,
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,              9.78,              7.56,              8.36,      8.56,      7.63,      7.74,      9.04,      7.90,      7.54,      8.60,      8.54,      8.89,      7.79,      7.77,      7.57,      7.89,      9.60,     10.70,     11.67,     12.42,     12.92,     10.66,     16.53,     15.71,     14.82,     15.18,     16.67,     16.47,      9.35,      8.45,
,Unspecified,All Products,Export,Partner share(%)-Top 5 Export Partner,             53.58,             43.26,             39.20,     41.65,     38.92,     43.23,     29.61,     32.15,     28.06,     27.16,     28.85,     28.96,     30.64,     27.01,     31.75,     33.37,     29.60,     30.75,     38.06,     19.32,     40.74,      9.60,      6.12,,,      9.44,     10.21,     21.03,     91.67,      7.56,
,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,,,             11.26,     12.73,     12.78,     13.22,      5.50,      9.62,     10.69,     11.26,      7.05,      7.83,     15.00,      7.56,      8.82,      9.86,      6.54,,,,,,,,,,,,,,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),             34.25,             41.64,             42.13,     42.00,     41.81,     41.19,     38.93,     17.63,     15.44,     27.53,     30.96,     30.93,     26.92,     29.13,     17.80,     11.58,     12.36,     10.84,     11.21,     14.31,      3.20,      5.22,     18.61,      0.70,      2.33,     24.46,      2.92,,      1.30,,
,World,Animal,Export,Export Product share(%),              0.59,              0.65,              0.77,      0.66,      0.54,      0.45,      0.41,      0.44,      0.56,      0.70,      0.49,      0.47,      0.48,      0.53,      0.69,      0.76,      1.06,      0.58,      0.54,      0.78,      1.07,      1.28,      0.93,      1.07,      1.12,      1.03,      0.36,      0.31,      1.18,      1.63,
,World,Capital goods,Export,Export Product share(%),              8.15,              7.78,              5.56,      6.32,      4.08,      3.62,      5.86,      2.28,      2.87,      4.05,      3.79,      3.90,      2.74,      4.37,      3.25,      3.40,      3.60,      4.27,      4.67,      7.43,      9.92,     11.21,      7.47,      7.32,      2.82,      1.49,      1.41,      1.22,      1.19,      1.75,
,World,Chemicals,Export,Export Product share(%),              6.26,              5.98,              5.80,      5.34,      4.62,      4.12,      4.79,      4.45,      4.60,      4.69,      4.29,      3.61,      3.63,      3.98,      3.67,      3.76,      3.92,      4.22,      3.76,      5.51,      7.58,      6.98,      6.61,      7.55,      5.76,      4.38,      4.88,      3.62,      0.34,      0.35,
,World,Consumer goods,Export,Export Product share(%),             20.14,             27.55,             26.99,     27.91,     26.18,     23.65,     17.04,     20.24,     22.01,     21.19,     25.41,     26.01,     19.86,     22.05,     19.78,     20.21,     20.52,     22.06,     19.61,     18.73,     18.91,     23.74,     14.27,     14.86,     13.36,     14.86,     12.44,      8.65,      6.03,      4.19,
,World,Food Products,Export,Export Product share(%),              1.60,              1.81,              1.41,      1.27,      0.93,      0.86,      0.95,      0.80,      1.06,      1.17,      0.80,      0.74,      0.75,      0.83,      0.87,      0.95,      1.00,      1.02,      0.79,      1.19,      1.39,      1.92,      1.24,      1.33,      1.05,      0.99,      0.37,      0.44,      0.19,      0.58,
,World,Footwear,Export,Export Product share(%),              0.15,              0.19,              0.16,      0.15,      0.10,      0.09,      0.12,      0.12,      0.15,      0.20,      0.16,      0.21,      0.19,      0.21,      0.26,      0.33,      0.35,      0.30,      0.24,      0.40,      0.52,      0.61,      0.35,      0.36,      0.39,      0.39,      0.21,      0.19,      0.03,      0.02,
,World,Fuels,Export,Export Product share(%),             51.37,             48.91,             47.44,     49.29,     63.04,     65.80,     64.16,     69.52,     66.42,     59.14,     70.49,     69.31,     70.49,     67.71,     65.65,     63.67,     63.07,     68.24,     71.36,     61.21,     53.00,     46.83,     61.93,     57.60,     73.68,     77.28,     83.81,     86.49,     91.87,     89.14,
,World,Hides and Skins,Export,Export Product share(%),              0.08,              0.10,              0.09,      0.09,      0.08,      0.07,      0.08,      0.08,      0.09,      0.09,      0.07,      0.09,      0.10,      0.10,      0.13,      0.16,      0.18,      0.18,      0.15,      0.16,      0.22,      0.36,      0.22,      0.25,      0.25,      0.18,      0.09,      0.08,      0.01,      0.00,
,World,Intermediate goods,Export,Export Product share(%),             14.83,             15.51,             15.64,     14.79,     11.86,     11.61,     12.30,      8.86,      9.23,      9.42,     11.00,     10.39,      8.21,     10.47,      9.15,      9.49,     10.20,     10.62,      9.84,     12.63,     17.54,     19.62,     16.03,     18.26,     10.71,      7.60,      8.94,      7.68,      1.83,      2.58,
,World,Mach and Elec,Export,Export Product share(%),              7.16,              7.10,              5.00,      5.35,      3.56,      3.16,      5.44,      3.14,      3.73,      4.91,      3.53,      3.41,      3.80,      4.31,      3.96,      4.32,      4.39,      4.77,      4.89,      7.43,      8.81,      9.94,      6.77,      6.72,      2.66,      2.01,      1.18,      0.96,      0.61,      0.97,
,World,Metals,Export,Export Product share(%),              3.66,              3.53,              3.20,      2.82,      2.21,      1.91,      2.21,      1.75,      1.89,      2.14,      1.87,      1.88,      2.10,      2.03,      2.04,      1.92,      2.04,      2.07,      1.98,      2.26,      2.34,      2.56,      1.99,      2.43,      1.63,      1.49,      1.53,      1.55,      1.17,      1.86,
,World,Minerals,Export,Export Product share(%),              0.72,              0.93,              0.79,      0.67,      0.63,      0.69,      0.64,      0.75,      0.72,      0.55,      0.72,      0.46,      0.55,      0.49,      0.55,      0.61,      0.80,      0.62,      0.57,      0.86,      1.15,      1.46,      0.82,      1.03,      1.13,      0.86,      0.46,      0.36,      0.01,      0.01,
,World,Miscellaneous,Export,Export Product share(%),             11.11,             11.98,             17.15,     17.12,     12.08,     11.14,      7.55,      7.25,      7.33,     11.27,      6.25,      7.47,      6.32,      7.18,      8.62,      9.32,      8.14,      3.43,      2.91,      1.95,      1.90,      2.20,      1.28,      1.65,      0.47,      0.45,      0.26,      0.33,      0.50,      0.75,
,World,Plastic or Rubber,Export,Export Product share(%),              3.72,              4.11,              3.89,      2.98,      2.67,      2.62,      2.58,      2.30,      2.53,      2.48,      1.74,      2.06,      1.90,      1.89,      1.79,      1.66,      1.71,      1.90,      1.56,      1.82,      2.38,      1.87,      2.24,      2.71,      1.55,      1.32,      2.05,      1.74,      0.12,      0.13,
,World,Raw materials,Export,Export Product share(%),             18.89,             20.05,             34.69,     34.91,     46.47,     50.58,     47.56,     47.84,     44.97,     38.57,     54.23,     52.94,     47.50,     54.77,     45.35,     45.42,     44.25,     47.76,     47.85,     43.04,     45.88,     41.06,     52.54,     50.58,     60.67,     62.30,     67.84,     75.63,     90.70,     91.03,
,World,Stone and Glass,Export,Export Product share(%),              6.74,              7.20,              7.54,      7.18,      4.82,      5.02,      6.80,      5.40,      5.56,      5.89,      5.01,      4.88,      4.22,      4.92,      5.06,      4.76,      4.85,      4.49,      4.45,      5.77,      6.67,      9.73,      6.48,      6.58,      0.38,      0.78,      0.21,      0.19,      0.16,      0.06,
,World,Textiles and Clothing,Export,Export Product share(%),              1.52,              1.87,              1.81,      1.79,      1.29,      1.16,      1.31,      1.34,      1.78,      2.31,      1.75,      2.16,      2.27,      2.55,      3.44,      4.17,      4.70,      4.62,      4.07,      6.21,      7.83,      8.19,      5.27,      6.00,      5.98,      4.49,      2.28,      2.56,      0.53,      0.30,
,World,Transportation,Export,Export Product share(%),              3.58,              3.47,              2.79,      3.36,      1.92,      1.56,      1.72,      1.24,      1.69,      2.42,      1.48,      1.77,      1.62,      1.56,      1.47,      1.40,      1.42,      1.42,      1.09,      1.61,      1.67,      1.97,      1.32,      1.47,      1.35,      1.94,      1.04,      0.94,      2.84,      3.64,
,World,Vegetable,Export,Export Product share(%),              1.23,              1.61,              1.64,      1.41,      1.15,      1.01,      0.87,      1.11,      1.48,      1.53,      1.02,      1.09,      1.25,      1.33,      1.42,      1.78,      1.93,      1.77,      1.28,      2.35,      2.90,      3.54,      2.09,      2.66,      2.08,      2.00,      1.07,      1.09,      0.35,      0.43,
,World,Wood,Export,Export Product share(%),              0.51,              0.55,              0.54,      0.53,      0.37,      0.34,      0.37,      0.32,      0.40,      0.50,      0.36,      0.38,      0.34,      0.37,      0.38,      0.44,      0.44,      0.38,      0.34,      0.49,      0.58,      0.57,      0.47,      0.58,      0.52,      0.41,      0.21,      0.25,      0.08,      0.13,
,World,Capital goods,Import,Import Product share(%),             26.56,             26.61,             25.08,     23.67,     22.60,     21.65,     24.12,     18.10,     19.91,     19.82,     25.50,     26.46,     18.56,     26.56,     21.46,     21.43,     22.38,     22.04,     23.41,     24.89,     29.29,     27.46,     26.58,     26.43,     27.40,     27.71,     27.58,     26.26,     22.98,     26.95,
,World,Consumer goods,Import,Import Product share(%),             35.98,             35.12,             30.66,     31.32,     30.68,     29.78,     31.74,     22.69,     23.98,     22.33,     29.98,     30.04,     21.97,     28.27,     21.43,     22.19,     21.97,     23.47,     23.12,     21.43,     25.71,     23.72,     25.64,     25.28,     25.85,     29.54,     31.45,     35.24,     42.87,     39.82,
,World,Intermediate goods,Import,Import Product share(%),             24.46,             22.56,             23.74,     22.90,     24.46,     25.09,     26.43,     19.55,     19.66,     18.04,     28.55,     26.49,     18.23,     27.01,     21.63,     21.94,     22.01,     22.26,     21.65,     23.70,     30.35,     29.90,     29.76,     30.81,     32.41,     31.05,     31.72,     29.66,     18.52,     19.49,
,World,Raw materials,Import,Import Product share(%),             11.38,             13.30,              9.23,      9.43,     11.09,     10.98,     11.25,     10.87,      9.77,      9.28,     12.60,     11.77,     10.05,     12.39,     10.11,     10.34,     11.31,     11.62,     12.75,     12.56,     13.11,     17.91,     16.71,     16.38,     13.29,     10.26,      7.96,      7.02,      9.17,     10.35,
,World,All Products,Tariff,Maximum Rate (%),           3000.00,           3000.00,           3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,    361.50,   3000.00,   3000.00,    125.00,    142.50,    100.00,,     43.00,,
,World,All Products,Tariff,Simple Average (%),              5.71,              5.14,              5.35,      5.14,      5.04,      5.48,      6.20,      8.32,      9.93,      8.37,      9.31,      7.23,      8.84,      8.17,      9.49,     12.47,     15.52,     14.99,     18.58,     15.23,     25.03,     15.47,     26.57,     27.19,     12.32,     30.15,     21.31,,     28.07,,
,World,All Products,Tariff,Weighted Average (%),              4.40,              4.86,              4.08,      4.07,      3.83,      4.08,      4.28,      6.24,      8.59,      5.44,      6.07,      5.16,      6.47,      5.80,      8.24,     11.20,     14.05,     12.58,     14.46,     13.33,     18.83,     14.16,     35.63,     21.21,     10.72,     12.55,     19.29,,     25.87,,
,World,Capital goods,Tariff,Weighted Average (%),              3.08,              2.87,              3.16,      3.23,      3.00,      3.05,      3.31,      5.53,      6.35,      5.12,      5.88,      4.56,      5.70,      5.18,      7.35,      9.90,      9.48,      9.97,     12.94,      9.62,     15.94,     11.15,     22.86,     21.56,     11.34,     12.28,     17.47,,     24.24,,
,World,Consumer goods,Tariff,Weighted Average (%),              7.62,              7.70,              5.85,      5.84,      5.54,      5.75,      6.02,      8.64,     12.43,      7.20,      8.17,      7.13,      8.84,      7.75,     11.32,     15.31,     24.01,     18.40,     20.83,     23.36,     28.06,     15.89,     68.79,     30.27,     11.58,     17.75,     17.58,,     24.86,,
,World,Intermediate goods,Tariff,Weighted Average (%),              2.89,              3.25,              2.76,      2.91,      2.83,      3.31,      3.72,      5.04,      6.94,      4.34,      5.00,      4.25,      5.87,      5.11,      7.69,     10.31,     11.68,     12.55,     14.20,     11.25,     18.48,     17.78,      8.26,     20.77,     10.27,     14.67,     24.58,,     29.42,,
,World,Raw materials,Tariff,Weighted Average (%),              1.65,              3.72,              3.20,      3.05,      2.89,      2.67,      2.80,      4.57,      6.05,      4.19,      4.57,      3.60,      4.08,      3.96,      4.31,      6.90,      6.98,      6.36,      6.64,      5.85,     10.32,      9.75,      8.88,     10.21,      6.76,      4.80,     12.67,,     19.12,,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
