Reporter,Partner,Product categories,Indicator Type,Indicator,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,Chemicals,Export,Export Product share(%),             13.23,             12.99,             13.26,     13.06,     12.45,     12.18,     12.24,     12.20,     12.79,     13.39,     11.33,     11.46,     11.52,     11.87,     11.85,     12.09,     11.98,     10.93,     10.16,     10.78,     10.24,      9.93,      9.73,      9.88,     10.07,     10.32,      9.88,      9.73,      9.57,      9.83,     10.85
,World,Consumer goods,Export,Export Product share(%),             36.92,             36.98,             37.21,     37.86,     37.89,     37.12,     36.51,     36.39,     36.17,     37.11,     35.51,     35.25,     35.39,     35.63,     35.14,     35.89,     35.51,     34.26,     33.21,     33.51,     33.50,     33.21,     32.82,     32.72,     33.97,     32.37,     33.99,     33.32,     33.49,     32.42,     30.81
,World,Food Products,Export,Export Product share(%),              4.28,              4.37,              4.43,      4.28,      4.13,      3.99,      3.85,      3.74,      3.80,      4.15,      3.43,      3.38,      3.34,      3.46,      3.52,      3.72,      3.71,      3.55,      3.42,      3.92,      3.98,      4.11,      4.33,      4.41,      4.63,      4.45,      4.24,      3.05,      2.93,      2.87,      2.25
,World,Footwear,Export,Export Product share(%),              0.83,              0.83,              0.82,      0.77,      0.73,      0.67,      0.63,      0.65,      0.64,      0.68,      0.58,      0.60,      0.62,      0.65,      0.69,      0.75,      0.79,      0.80,      0.76,      0.85,      0.88,      0.92,      0.97,      0.97,      1.07,      0.69,      0.71,      0.79,      0.79,      0.76,      0.55
,World,Fuels,Export,Export Product share(%),              9.64,              8.60,              7.43,      9.35,     12.84,     13.99,     14.37,     13.54,     11.79,     10.31,     12.98,     10.05,     10.60,      9.76,      7.70,      6.95,      6.61,      6.69,      7.21,      4.76,      4.23,      5.76,      5.85,      3.62,      3.97,      5.12,      2.85,      1.78,      1.90,      2.00,      1.19
,World,Hides and Skins,Export,Export Product share(%),              0.64,              0.65,              0.66,      0.67,      0.64,      0.63,      0.59,      0.57,      0.54,      0.52,      0.50,      0.53,      0.55,      0.55,      0.59,      0.63,      0.67,      0.69,      0.64,      0.62,      0.69,      0.77,      0.81,      0.79,      0.86,      0.61,      0.67,      0.67,      0.75,      0.86,      0.68
,World,Intermediate goods,Export,Export Product share(%),             22.92,             22.72,             22.56,     23.07,     22.64,     23.70,     23.17,     22.36,     21.96,     21.28,     21.84,     22.51,     22.00,     21.72,     21.79,     21.30,     21.28,     21.12,     21.35,     21.82,     22.32,     22.42,     22.83,     23.64,     23.57,     23.23,     24.41,     24.84,     25.58,     27.04,     28.40
,World,Mach and Elec,Export,Export Product share(%),             20.30,             20.35,             20.55,     20.25,     19.69,     19.06,     19.29,     20.26,     20.88,     21.34,     21.46,     22.49,     23.49,     23.40,     23.42,     23.52,     24.37,     25.58,     26.00,     26.69,     27.36,     26.26,     25.62,     25.85,     25.26,     25.00,     24.34,     26.26,     26.00,     25.16,     27.36
,World,Metals,Export,Export Product share(%),              8.14,              7.95,              7.39,      7.70,      7.94,      7.85,      8.42,      9.06,      8.78,      8.11,      9.91,     10.10,      9.54,      8.76,      8.54,      7.53,      7.35,      7.43,      7.59,      7.75,      8.28,      8.55,      8.47,      8.64,      8.28,      7.75,      8.04,      8.48,      8.89,      9.62,      9.23
,World,Minerals,Export,Export Product share(%),              0.62,              0.62,              0.52,      0.54,      0.60,      0.61,      0.64,      0.65,      0.57,      0.49,      0.54,      0.50,      0.49,      0.47,      0.42,      0.39,      0.38,      0.38,      0.40,      0.44,      0.46,      0.49,      0.50,      0.47,      0.48,      0.53,      0.54,      0.46,      0.54,      0.60,      0.37
,World,Miscellaneous,Export,Export Product share(%),              8.75,              9.06,              9.29,      8.73,      8.26,      8.08,      8.72,      9.03,     10.07,     10.64,      9.84,      9.93,      9.26,      9.35,     10.31,     10.36,      9.93,     10.64,     10.80,      8.40,      8.01,      8.35,      8.80,      8.75,      8.61,     10.15,      9.45,      9.87,      9.66,      9.21,      9.97
,World,Plastic or Rubber,Export,Export Product share(%),              4.75,              4.83,              4.76,      4.70,      4.64,      4.54,      4.47,      4.67,      4.60,      4.48,      4.28,      4.67,      4.59,      4.62,      4.54,      4.49,      4.38,      4.32,      4.34,      4.62,      4.43,      4.40,      4.45,      4.80,      4.71,      4.43,      4.95,      4.79,      4.78,      4.80,      5.23
,World,Raw materials,Export,Export Product share(%),              8.87,              8.33,              7.90,      8.27,      9.94,     10.40,     10.81,     10.65,      9.95,      9.05,      9.94,      8.65,      8.63,      8.56,      7.77,      7.39,      7.34,      7.21,      7.49,      6.72,      6.08,      7.04,      7.44,      6.73,      7.20,      7.85,      6.43,      5.22,      5.07,      5.47,      3.35
,World,Stone and Glass,Export,Export Product share(%),              3.94,              4.09,              4.55,      4.67,      4.32,      5.77,      4.62,      3.09,      2.84,      2.64,      2.56,      2.68,      2.66,      2.68,      2.82,      2.86,      3.15,      2.98,      3.16,      3.15,      2.80,      2.71,      2.78,      2.93,      3.20,      2.69,      2.44,      2.94,      2.97,      2.98,      3.12
,World,Textiles and Clothing,Export,Export Product share(%),              3.37,              3.41,              3.47,      3.35,      3.25,      3.06,      2.98,      3.12,      3.19,      3.46,      3.17,      3.46,      3.59,      3.91,      4.24,      4.59,      4.67,      4.70,      4.69,      5.28,      5.57,      5.80,      5.55,      5.83,      6.11,      5.33,      6.06,      6.34,      6.60,      6.44,      6.07
,World,Transportation,Export,Export Product share(%),             13.30,             13.80,             14.27,     13.59,     12.27,     11.46,     11.27,     11.45,     11.47,     11.26,     11.79,     12.54,     12.32,     12.72,     13.36,     13.68,     13.62,     12.99,     12.50,     13.56,     13.43,     12.22,     12.13,     12.21,     12.28,     11.83,     13.19,     14.53,     14.42,     14.32,     14.22
,World,Vegetable,Export,Export Product share(%),              2.83,              2.96,              3.05,      2.94,      2.81,      2.82,      2.76,      2.62,      2.51,      2.72,      2.42,      2.15,      1.99,      2.07,      2.07,      2.26,      2.20,      2.07,      2.02,      2.47,      2.52,      2.58,      2.76,      2.85,      2.94,      2.79,      3.36,      2.47,      2.39,      2.49,      1.15
,World,Wood,Export,Export Product share(%),              2.98,              2.95,              3.03,      2.98,      2.96,      2.88,      2.88,      3.04,      3.24,      3.38,      3.19,      3.47,      3.47,      3.63,      3.82,      4.03,      4.06,      4.02,      4.13,      4.24,      4.40,      4.36,      4.49,      5.03,      4.74,      4.71,      5.37,      4.98,      5.18,      5.28,      5.70
,World,Capital goods,Import,Import Product share(%),             28.05,             28.48,             28.71,     27.78,     26.34,     25.40,     25.09,     25.68,     26.36,     25.39,     26.37,     27.32,     28.05,     28.51,     28.99,     29.03,     29.59,     30.86,     31.52,     32.19,     31.92,     29.71,     28.81,     28.50,     27.86,     28.23,     27.19,     27.39,     26.83,     26.65,     24.57
,World,Consumer goods,Import,Import Product share(%),             35.80,             35.56,             36.13,     36.47,     36.13,     35.79,     34.94,     35.49,     35.61,     37.17,     34.47,     34.12,     34.30,     34.89,     34.51,     35.31,     35.10,     33.14,     31.29,     32.23,     32.34,     31.70,     31.93,     31.55,     32.89,     33.93,     34.69,     34.71,     32.20,     29.99,     33.09
,World,Intermediate goods,Import,Import Product share(%),             22.70,             22.74,             23.01,     22.87,     22.46,     22.93,     22.45,     21.85,     21.20,     20.26,     21.47,     22.18,     21.47,     21.04,     21.14,     20.98,     21.24,     21.22,     20.64,     21.41,     22.50,     22.39,     22.70,     24.81,     23.97,     21.63,     22.44,     22.42,     24.39,     25.88,     25.85
,World,Raw materials,Import,Import Product share(%),             10.99,             10.40,              9.65,     10.66,     12.71,     13.56,     14.16,     13.80,     12.66,     11.65,     13.24,     11.88,     12.30,     12.12,     10.84,     10.43,     10.46,     10.47,     11.04,      9.93,      9.81,     11.32,     11.97,     11.61,     12.40,     12.45,     13.00,     12.94,     13.99,     14.71,     13.14
,World,All Products,Tariff,Maximum Rate (%),           3000.00,           3000.00,           2622.63,   2771.80,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,    416.94,   1572.69,    100.00,    500.00,   3000.00,     25.00,    256.64
,World,All Products,Tariff,Simple Average (%),              3.65,              3.61,              3.79,      4.02,      4.88,      4.84,      4.78,      4.38,      4.23,      4.71,      5.04,      5.41,      4.67,      6.34,      5.47,      4.60,      6.48,      6.94,      5.71,      5.99,      5.79,      7.91,      7.47,      8.11,     11.11,      6.70,     11.46,     13.25,     10.15,      5.36,      4.40
,World,All Products,Tariff,Weighted Average (%),              2.46,              2.71,              2.43,      2.50,      3.62,      3.80,      3.72,      3.70,      3.08,      3.65,      4.07,      3.85,      2.41,      4.16,      2.71,      2.79,      4.48,      4.46,      3.21,      3.96,      4.07,      5.97,      6.69,      9.97,      9.21,      6.59,      9.61,      9.99,     10.81,      4.31,      2.24
,World,Capital goods,Tariff,Weighted Average (%),              1.26,              1.23,              0.90,      1.04,      2.14,      2.16,      3.25,      2.54,      1.65,      1.93,      2.21,      2.24,      0.76,      2.21,      0.79,      0.97,      2.88,      2.32,      1.18,      1.72,      1.59,      3.66,      3.58,      3.74,      6.61,      3.29,      8.57,     10.86,      3.61,      3.77,      1.81
,World,Consumer goods,Tariff,Weighted Average (%),              3.30,              3.36,              2.99,      2.92,      4.20,      4.42,      4.48,      3.94,      3.52,      4.28,      5.94,      5.07,      3.13,      5.50,      3.15,      3.43,      5.57,      5.58,      4.26,      4.76,      5.21,      7.66,      9.00,     16.16,     11.80,      9.47,     14.46,     14.20,     18.46,      6.08,      3.54
,World,Intermediate goods,Tariff,Weighted Average (%),              1.45,              1.46,              1.41,      1.47,      2.50,      2.45,      1.62,      2.32,      2.20,      2.48,      2.54,      2.45,      1.73,      2.79,      2.13,      2.24,      3.64,      3.79,      2.66,      3.36,      3.35,      4.72,      4.43,      6.24,     10.88,      4.44,      8.95,      8.85,      6.34,      4.04,      1.28
,World,Raw materials,Tariff,Weighted Average (%),              5.39,              6.93,              7.77,      7.00,      8.75,      7.61,      8.70,      9.52,      6.94,      8.05,      6.07,      7.48,      6.00,      8.44,      8.52,      8.02,      7.65,      8.70,      7.49,     10.76,     10.69,      9.31,     12.83,     15.56,      5.64,     10.86,      3.51,      4.09,     11.01,      0.57,      1.34
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
